Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_Modtog ikke ydelser
;175006;16;2;1;110;49;28;43;674;330;111;69;162;1389;85;25;7;118;613;42;22;5;1027;239
;175007;16;2;1;38;18;10;34;208;83;29;29;138;266;35;7;9;103;149;16;8;5;478;74
;183001;18;2;1;13;6;6;28;170;64;29;11;40;375;37;11;2;33;250;16;5;2;311;112
;183002;18;2;1;66;25;22;38;355;169;55;29;107;659;62;15;14;81;398;25;17;7;732;137
;183003;18;2;1;107;49;25;70;640;247;84;65;286;978;87;26;16;232;442;41;22;7;886;156
;183004;18;2;1;133,82;70,33;42,00;120,15;810,74;232,48;71,31;73,26;335,04;758,97;58,61;20,51;20,51;272,53;264,71;20,51;15,63;6,84;844,93;86,94
;183005;18;2;1;120,18;32,67;30,00;57,85;655,26;258,52;67,69;63,74;163,96;1034,03;72,39;24,49;16,49;116,47;492,29;26,49;17,37;8,16;1171,07;210,06
;185001;12;1;1;81;37;25;43;470;300;72;66;129;1327;107;15;8;110;656;61;30;15;1018;260
;185002;12;1;1;54;24;10;25;471;355;85;63;124;1603;101;16;14;94;787;70;28;12;1237;313
;185003;12;1;1;77;38;34;68;548;252;80;65;229;1007;92;29;17;195;632;55;31;15;1652;250
;185004;12;1;1;83;25;24;62;534;235;61;40;177;1028;57;27;10;127;564;32;32;13;1131;244
;185005;12;1;1;64;20;13;30;414;279;60;49;85;1177;75;16;14;79;559;46;26;5;814;217
;185006;12;1;1;239;77;51;135;1226;360;159;100;421;1586;190;51;37;375;1079;86;54;24;2505;436
;187001;18;2;1;119;45;48;62;775;280;96;77;104;1337;65;15;11;76;445;30;20;8;766;209
;187002;18;2;1;43;16;14;16;304;176;44;26;64;905;63;9;8;46;477;34;24;2;998;222
;187003;18;2;1;52;29;20;51;544;220;75;44;113;1083;69;18;12;78;589;32;14;6;1315;185
;190001;25;3;1;98;38;22;44;739;304;90;56;200;1578;115;36;24;196;1049;68;41;20;2488;444
;190002;25;3;1;14;4;4;7;273;124;44;27;20;713;40;18;3;18;526;27;7;3;603;220
;190003;25;3;1;21;11;8;19;272;171;55;38;69;892;67;13;10;50;649;26;19;10;984;274
;190004;25;3;1;1;7;5;18;62;61;10;17;41;235;16;5;4;21;191;11;14;3;311;101
;190005;25;3;1;39;15;12;27;440;168;37;35;73;840;72;19;13;80;749;39;22;10;1343;341
;190006;25;3;1;88;24;22;39;581;342;97;70;95;1599;84;29;19;86;975;69;35;9;1831;474
;190007;25;3;1;124;53;39;75;739;289;95;82;266;1203;91;57;14;232;508;30;24;8;1096;201
;201001;26;3;1;27;10;8;8;203;171;52;30;47;578;41;17;5;37;373;15;12;5;690;152
;201002;26;3;1;45;31;15;44;431;191;50;36;129;822;61;27;9;114;628;30;15;4;1163;252
;201003;26;3;1;31;12;12;40;359;184;58;42;96;979;66;16;12;60;693;22;17;7;1302;267
;201004;26;3;1;61;14;11;43;432;169;43;35;79;899;86;16;10;81;770;45;17;17;991;296
;201005;26;3;1;35;13;14;31;407;218;55;49;52;1189;85;23;5;64;796;34;25;5;1090;319
;210001;22;3;1;71;13;21;38;496;239;58;42;144;1056;110;31;8;127;848;48;28;11;1462;346
;210002;22;3;1;30;11;10;24;291;118;22;20;72;643;56;16;5;49;676;36;19;7;1192;313
;210003;22;3;1;54;22;12;21;400;146;49;43;85;704;52;16;13;93;595;30;26;10;1213;298
;210004;22;3;1;56;19;23;36;402;191;69;37;121;795;56;26;11;109;534;33;20;9;1109;260
;210005;22;3;1;112;52;55;76;900;398;136;87;275;1751;127;26;24;223;979;60;39;16;2122;474
;210007;22;3;1;47;13;16;26;343;169;59;33;104;785;64;15;12;104;483;31;23;6;864;187
;210008;22;3;1;9;5;5;8;101;33;14;10;15;185;18;3;4;16;178;14;3;1;219;103
;210009;22;3;1;31;22;11;39;302;123;39;34;151;511;45;17;12;144;353;30;22;6;1151;227
;217001;21;3;1;164,46;61,48;44,57;112,97;1002,89;280,50;86,07;69,93;268,21;1309,52;136,79;41,50;27,67;266,67;1074,36;73,01;52,26;31,51;2531,44;471,09
;217002;21;3;1;192;73;71;154;967;321;137;107;456;1478;134;45;23;430;887;66;53;23;2368;357
;217003;21;3;1;154;66;52;113;830;236;78;59;364;1171;115;36;25;325;748;39;31;11;1685;316
;217004;21;3;1;31;14;14;38;340;145;44;25;100;832;82;16;11;87;734;44;22;11;1543;351
;217005;21;3;1;34;10;12;24;331;151;49;33;102;664;91;25;15;119;668;39;28;8;1490;349
;217006;21;3;1;12;5;4;7;104;48;10;7;23;224;28;9;3;19;207;13;9;2;229;106
;217007;21;3;1;17;4;4;13;110;65;9;13;26;291;29;5;5;36;225;11;8;4;414;112
;217008;21;3;1;19;3;3;6;81;47;9;11;27;218;27;7;6;27;141;15;4;3;198;57
;217009;21;3;1;25;18;8;27;372;122;41;22;99;647;65;21;18;133;622;30;28;7;1366;329
;217010;21;3;1;21;11;5;6;368;145;38;31;86;786;57;23;5;88;673;14;19;10;1090;275
;217011;21;3;1;42;25;22;35;507;212;77;53;135;1117;83;20;17;124;749;42;19;9;1681;304
;217012;21;3;1;49,54;18,52;13,43;34,03;302,11;84,50;25,93;21,07;80,79;394,48;41,21;12,50;8,33;80,33;323,64;21,99;15,74;9,49;762,56;141,91
;219001;23;3;1;249;97;63;147;1486;324;94;82;260;1490;118;28;27;168;925;55;43;15;1657;432
;219002;23;3;1;65;26;22;56;534;242;50;43;151;949;80;20;14;151;669;36;17;7;1628;240
;219003;23;3;1;12;5;3;3;90;34;6;4;20;153;13;6;4;11;136;9;4;1;135;35
;219004;23;3;1;11;6;2;11;101;63;10;9;21;233;27;5;-;8;233;17;10;3;314;137
;219005;23;3;1;27;14;6;12;208;91;23;12;32;438;39;12;4;38;335;17;12;5;442;109
;219006;23;3;1;60;21;20;38;513;278;70;59;142;1241;72;29;11;112;656;29;22;9;1058;174
;219007;23;3;1;16;3;6;19;197;77;15;11;46;305;26;7;3;39;252;14;10;3;488;109
;219008;23;3;1;8;-;1;4;91;30;15;4;15;173;15;9;3;8;216;5;5;-;205;83
;219009;23;3;1;70;31;19;30;459;156;42;39;92;712;69;15;7;66;532;43;16;4;904;220
;219010;23;3;1;136;41;32;93;643;244;86;52;331;1064;91;26;17;263;755;42;17;13;1557;292
;219011;23;3;1;30;9;12;18;155;77;23;12;49;405;39;9;7;40;277;10;7;5;345;111
;219012;23;3;1;63;22;16;24;336;164;46;38;100;839;84;16;8;60;481;36;16;7;589;162
;219013;23;3;1;20;10;7;14;151;68;15;8;34;310;14;7;5;39;163;9;5;2;216;47
;219014;23;3;1;13;8;1;9;114;47;16;14;16;230;30;6;2;28;170;14;9;4;268;70
;223001;22;3;1;65;26;13;27;502;157;60;27;88;929;73;19;12;99;707;29;19;13;1902;339
;223002;22;3;1;37;25;22;34;445;186;71;42;128;1043;75;24;18;91;723;47;21;17;1797;339
;223003;22;3;1;9;5;-;3;354;68;34;21;33;803;41;18;6;26;702;21;19;1;1041;380
;223004;22;3;1;3;-;-;2;26;7;5;5;1;66;6;-;-;3;67;3;3;2;85;54
;223005;22;3;1;48;29;14;37;525;191;58;47;120;1018;84;28;17;126;781;42;27;12;1853;442
;230001;26;3;1;48;25;20;43;524;280;88;48;115;1148;110;24;8;102;829;33;25;8;1628;358
;230003;26;3;1;32;9;10;26;564;178;50;31;56;1204;67;23;12;54;852;26;20;5;1562;485
;230004;26;3;1;44;20;6;48;736;154;51;25;126;810;69;25;14;113;544;42;21;10;1438;305
;230005;26;3;1;59;22;9;44;655;238;88;68;141;1346;80;20;24;93;1058;44;23;12;1422;427
;230006;26;3;1;27;11;8;13;347;99;40;27;36;629;38;10;4;38;442;16;7;10;637;212
;230007;26;3;1;82;37;24;64;723;285;93;51;204;1442;101;27;19;176;897;44;30;12;1640;444
;230008;26;3;1;32;9;8;20;380;157;47;44;87;891;69;18;11;98;673;41;25;10;1367;349
;230009;26;3;1;25;13;5;13;714;90;28;20;22;556;36;13;10;18;483;17;8;3;813;269
;230010;26;3;1;39;16;14;51;668;202;65;42;55;1203;76;22;19;79;1000;49;27;5;1942;569
;240001;25;3;1;7;2;3;2;85;40;14;7;16;169;23;7;2;19;159;10;7;1;244;69
;240002;25;3;1;120;34;25;43;812;438;106;94;174;2039;158;33;25;134;1334;62;45;16;1803;420
;240003;25;3;1;85,51;30,82;26,85;38,78;496,14;239,62;66,62;60,65;125,28;1182,20;115,34;22,87;23,86;113,35;720,85;48,72;14,91;10,94;1413,86;221,72
;240004;25;3;1;14;2;1;20;185;67;16;8;47;389;29;13;4;44;285;14;13;3;253;107
;240005;25;3;1;19;5;9;12;255;137;41;18;53;626;65;17;7;38;469;32;9;6;772;177
;240006;25;3;1;19;3;3;6;105;52;17;8;29;216;26;8;-;26;223;8;7;2;388;101
;240007;25;3;1;90,31;28,00;18,78;54,00;556,52;298,63;73,79;48,00;126,62;1398,10;108,31;27,83;12,57;121,36;769,41;48,96;19,05;7,57;1433,91;243,59
;240008;25;3;1;94,67;21,99;17,21;43,99;516,36;255,31;61,20;43,99;145,35;1165,63;94,67;18,17;12,43;117,61;755,41;43,03;22,95;12,43;985,86;254,35
;240009;25;3;1;64,51;31,18;16,16;34,23;381,98;175,44;49,40;31,36;92,76;922,08;58,69;20,14;7,14;73,68;513,33;33,29;14,09;6,07;861,37;146,34
;250001;24;3;1;134;53;36;86;726;217;75;41;231;999;122;31;26;246;765;49;33;13;2193;280
;250002;24;3;1;94;24;23;60;507;215;56;36;187;957;119;29;18;150;748;44;29;6;1259;282
;250003;24;3;1;73;29;25;38;473;283;59;54;129;1228;109;28;13;111;785;47;28;15;1298;257
;250004;24;3;1;109;39;31;74;547;299;79;38;202;1153;155;40;15;214;984;72;48;16;2198;450
;250005;24;3;1;109;22;20;67;572;251;70;50;232;1039;132;38;21;213;936;92;52;22;2497;452
;250006;24;3;1;124;32;36;87;659;320;77;47;178;1382;141;36;18;155;1031;58;29;8;1551;367
;253001;35;5;2;119,28;59,70;43,95;103,90;651,12;223,43;88,32;61,70;317,00;1006,37;96,11;31,50;17,41;297,46;562,27;33,16;28,37;10,04;1736,47;216,39
;253002;35;5;2;259,05;115,24;70,08;209,93;1725,04;698,24;190,48;135,49;559,11;3314,38;298,18;92,03;44,12;488,99;2160,73;124,60;92,96;31,13;4191,19;770,74
;253003;35;5;2;71,68;38,06;26,97;43,17;509,84;313,33;71,20;51,81;132,89;1246,24;100,70;31,48;16,46;104,54;878;38,24;27,67;5,83;1493,34;275,87
;253004;35;5;2;71;33;19;40;661;346;82;69;154;1675;139;34;18;95;1130;80;28;16;2075;428
;253005;35;5;2;88;27;18;40;541;321;81;54;131;1329;114;25;11;102;796;54;22;9;1456;293
;259001;34;5;2;170;51;47;95;1104;284;104;59;216;1499;164;33;24;220;1229;61;45;21;2367;427
;259002;34;5;2;128,26;50,39;43,16;112,39;664,36;204,63;83,18;52,03;269,95;869,25;71,10;25,32;16;269,26;485,20;49,55;19,24;10,24;1505,61;198,00
;259003;34;5;2;151,58;70,43;40,22;114,46;873,02;293,12;77,55;68,53;312,01;1217,60;118,18;27,51;26,51;249,99;711,27;52,14;29,02;8,71;1467,02;229,98
;259004;34;5;2;80;24;18;41;457;199;63;35;148;913;54;18;6;116;411;29;20;5;752;145
;259005;34;5;2;86;31;30;75;478;213;55;43;222;965;75;19;11;194;555;32;23;13;1427;196
;259006;34;5;2;149;51;35;108;697;304;104;55;276;1395;139;34;23;225;887;56;41;10;1531;379
;259007;34;5;2;61,42;16,57;14,78;29,54;340,98;150,88;43,45;32,47;90,99;683,40;59,82;15,49;11,49;80,01;528,73;31,86;18,98;8,29;794,98;155,02
;259008;34;5;2;33,74;12,61;11,84;8,61;190,64;93,37;28,82;21,97;37,05;445,75;48,90;10,68;4;48,74;319,80;22,45;11,76;3,76;566,39;109,00
;259009;34;5;2;65;17;13;37;306;161;31;32;99;661;67;20;13;66;409;31;10;6;701;121
;259010;34;5;2;15;6;5;6;108;66;13;13;37;248;15;8;4;25;144;16;7;2;252;64
;259011;34;5;2;84;42;22;64;542;259;55;45;198;1042;105;22;20;143;657;37;13;8;1290;255
;260001;24;3;1;120;43;42;97;609;267;83;69;288;1208;161;51;36;294;1025;91;64;26;2865;550
;260002;24;3;1;54;22;8;30;233;113;31;26;92;519;75;26;10;99;483;31;30;15;1205;222
;260003;24;3;1;66,04;17,48;19,42;33,99;295,24;176,75;34,96;24,28;106,83;649,72;75,75;19,42;7,77;123,34;429,26;43,70;21,37;6,80;983,80;214,63
;260004;24;3;1;228,96;78,52;55,58;158,01;872,76;403,25;117,04;78,72;402,17;1581,28;170,25;42,58;25,23;309,66;933,74;75,30;49,63;20,20;2513,20;433,37
;260005;24;3;1;43;18;12;38;213;95;26;16;97;442;56;9;6;79;335;34;12;4;895;146
;265001;36;5;2;120;45;19;56;782;137;56;21;121;766;69;23;20;100;610;49;21;10;1387;296
;265002;36;5;2;52;23;13;36;517;202;65;41;69;936;66;12;11;64;647;43;34;10;1439;361
;265003;36;5;2;112;44;29;136;810;260;80;50;298;1139;119;29;27;249;890;57;39;12;1736;429
;265004;36;5;2;136;43;27;53;778;155;63;49;149;827;65;23;16;131;487;21;16;9;903;187
;265005;36;5;2;224;94;52;121;1579;245;79;52;242;1120;95;19;16;174;586;47;27;12;1279;213
;265006;36;5;2;45;23;14;68;635;236;57;45;90;1227;79;29;13;101;995;55;35;8;1824;493
;265007;36;5;2;46;16;4;29;288;140;28;25;77;731;64;12;8;82;503;31;19;10;1115;198
;265008;36;5;2;27;7;11;13;156;124;37;22;36;512;34;10;5;41;335;16;11;4;456;102
;265009;36;5;2;15;6;6;6;163;48;16;13;21;233;22;5;3;20;136;10;6;2;197;62
;265010;36;5;2;179;89;63;133;987;252;106;73;432;1126;83;28;17;318;587;39;30;13;1385;182
;265011;36;5;2;38;16;8;18;285;140;42;28;78;623;54;13;5;59;464;24;10;8;694;181
;265013;36;5;2;72;22;18;24;502;280;73;32;131;1290;125;26;13;89;951;33;22;11;1116;276
;265014;36;5;2;42;7;13;15;206;124;37;30;60;539;51;12;4;48;404;20;13;6;554;131
;265015;36;5;2;35;19;10;20;253;95;25;21;73;483;59;14;11;47;486;27;21;6;879;211
;265016;36;5;2;33;13;4;14;170;106;23;28;36;429;38;16;6;36;278;11;11;1;424;138
;265017;36;5;2;71;35;27;40;464;236;54;36;118;1073;98;15;20;103;697;50;24;10;1317;285
;265018;36;5;2;22;4;4;8;104;39;10;7;21;210;30;9;2;19;162;9;5;1;172;47
;265021;36;5;2;90;38;18;41;1125;256;57;37;116;1209;48;14;3;59;412;12;12;4;535;103
;269001;35;5;2;71;26;26;52;368;249;53;35;121;877;84;17;11;83;500;46;19;11;872;238
;269004;35;5;2;117;49;32;65;658;311;90;61;165;1542;108;23;20;110;859;48;29;6;1621;341
;269005;35;5;2;95;43;33;64;775;378;129;87;202;1775;152;31;26;168;1164;58;35;12;2108;379
;270001;23;3;1;80;24;12;34;288;141;31;21;114;612;86;19;13;132;504;46;32;11;1386;267
;270002;23;3;1;43;12;6;18;203;79;34;13;82;408;65;18;14;84;406;30;14;7;823;217
;270003;23;3;1;4;1;1;-;56;12;5;4;15;101;11;2;2;8;67;4;4;2;118;45
;270004;23;3;1;70;23;19;46;394;192;58;29;190;773;94;31;19;140;528;39;21;12;1086;264
;270005;23;3;1;32;5;6;11;162;72;15;15;30;413;37;10;4;29;286;23;12;3;519;139
;270006;23;3;1;57;22;26;36;409;166;41;41;139;744;132;33;7;142;777;91;45;16;2310;431
;270007;23;3;1;21;4;5;14;122;38;10;10;36;162;32;10;7;36;189;18;9;6;486;106
;270008;23;3;1;109;45;32;86;620;281;67;50;232;1241;151;34;16;239;868;57;34;14;2034;311
;270009;23;3;1;7;5;1;17;75;50;7;6;28;174;23;4;5;16;135;12;5;1;207;57
;270010;23;3;1;34;13;6;6;214;86;28;28;53;528;62;17;6;59;400;28;20;3;669;150
;270011;23;3;1;35;10;7;29;201;80;28;25;65;360;63;15;15;54;347;24;20;4;824;172
;270012;23;3;1;7;2;5;6;112;42;8;11;24;225;38;7;1;42;219;17;19;4;662;146
;306001;38;5;2;56;18;14;46;293;112;30;19;120;459;75;15;7;110;386;40;25;7;1353;196
;306002;38;5;2;79;28;22;64;244;141;35;25;139;494;70;18;8;111;379;35;21;8;1042;190
;306003;38;5;2;44;12;17;26;166;84;21;19;90;274;69;23;8;111;257;30;13;11;737;119
;306004;38;5;2;62;28;28;59;279;138;42;28;142;517;66;13;13;109;312;34;12;8;737;122
;306005;38;5;2;11;2;4;7;69;28;13;7;45;89;16;6;2;56;126;20;8;2;588;61
;306006;38;5;2;46;22;13;50;227;105;32;16;121;391;53;9;12;134;294;34;7;13;912;162
;306007;38;5;2;72;29;28;82;351;162;50;29;270;584;88;21;11;277;534;53;42;18;2221;263
;306008;38;5;2;4;2;4;4;47;45;8;5;38;131;32;7;4;37;105;18;8;3;787;98
;306010;38;5;2;15;8;6;18;90;55;13;18;67;154;22;6;7;68;154;20;15;4;412;80
;306011;38;5;2;55;18;18;59;183;116;38;17;142;348;61;14;12;149;318;33;32;14;1380;176
;306012;38;5;2;6;2;3;12;24;20;6;4;26;57;12;2;4;28;62;9;4;1;264;39
;306013;38;5;2;19;6;4;27;83;47;14;5;46;159;24;3;-;60;107;7;9;-;232;52
;316001;37;5;2;148;63;38;112;903;397;127;74;375;1672;121;38;25;310;1026;78;39;21;2367;456
;316002;37;5;2;160;58;50;177;1042;307;110;67;488;1363;124;34;29;422;936;71;31;14;2272;375
;316003;37;5;2;176;43;52;73;843;184;49;35;213;775;76;29;3;171;465;37;20;13;1650;256
;316004;37;5;2;35;13;13;44;302;163;38;15;80;680;58;21;2;64;537;38;21;9;789;240
;316005;37;5;2;52;18;20;33;370;184;47;29;97;839;63;19;7;91;514;37;18;8;865;218
;316006;37;5;2;22;9;8;17;143;71;22;13;52;247;46;6;3;69;275;23;11;6;705;151
;316007;37;5;2;71;25;22;42;432;173;50;32;129;822;89;17;12;101;583;44;18;11;1076;220
;316008;37;5;2;52;8;11;34;308;122;38;25;99;573;60;18;9;132;428;27;12;4;644;190
;316009;37;5;2;57;31;13;40;313;177;46;26;116;762;65;15;8;95;448;22;24;7;781;159
;316010;37;5;2;55;18;12;40;279;131;47;22;109;568;58;18;6;101;383;22;16;3;599;158
;316011;37;5;2;80;39;45;103;353;178;40;38;223;684;73;15;10;177;415;34;30;7;1336;214
;316012;37;5;2;78;31;21;57;360;195;56;35;170;705;73;11;7;127;425;35;24;7;797;182
;316013;37;5;2;74;35;16;78;289;137;42;19;147;501;68;12;9;100;321;30;17;12;853;129
;316014;37;5;2;80;23;15;37;287;154;32;21;121;588;66;17;6;95;372;31;15;10;617;173
;316015;37;5;2;2;4;1;4;34;23;14;3;32;96;19;7;2;44;99;15;9;1;328;69
;320001;33;5;2;130;46;33;49;605;307;82;53;211;1365;121;25;18;151;763;59;33;19;1540;297
;320002;33;5;2;135;75;43;149;802;329;74;64;313;1266;153;51;25;244;848;56;38;9;1938;372
;320003;33;5;2;80;39;20;85;386;199;50;21;241;676;73;30;11;158;424;47;24;10;1197;190
;320004;33;5;2;47;20;17;49;269;121;40;27;126;470;96;23;9;122;458;48;25;11;1199;221
;320005;33;5;2;58;27;17;57;260;164;45;29;123;562;110;18;16;115;471;47;33;6;1015;218
;320006;33;5;2;46;19;13;34;290;143;39;27;101;588;84;17;12;86;503;39;19;5;679;182
;320007;33;5;2;52;16;18;29;289;122;37;15;98;572;63;21;7;96;396;35;22;5;878;188
;326001;38;5;2;60;17;14;43;266;108;30;21;130;476;64;19;12;129;365;28;16;10;922;151
;326002;38;5;2;3;2;-;1;6;5;5;2;9;22;6;2;3;25;20;1;3;2;168;19
;326003;38;5;2;69;20;19;43;292;135;42;35;196;632;78;25;12;177;403;40;18;9;1209;174
;326004;38;5;2;54;26;14;51;224;99;30;21;132;408;44;11;9;119;248;24;14;4;824;114
;326005;38;5;2;17;9;8;17;121;40;18;6;58;263;31;5;3;69;173;18;20;6;529;92
;326006;38;5;2;5;2;3;5;24;15;4;1;22;56;5;2;3;37;53;4;3;3;257;30
;326007;38;5;2;11;3;5;8;66;30;9;7;40;126;29;6;2;39;125;15;14;4;396;75
;326008;38;5;2;51;17;20;44;210;126;42;20;130;462;58;11;9;114;318;34;17;6;681;105
;326009;38;5;2;100;39;27;75;441;172;41;28;207;634;77;19;8;202;448;38;16;8;1228;196
;326010;38;5;2;30;7;6;15;146;67;17;17;62;260;36;8;12;54;235;22;15;6;349;105
;326011;38;5;2;18;14;5;18;110;66;11;5;54;218;26;9;8;52;195;18;5;4;222;66
;326012;38;5;2;85;39;20;100;352;108;34;22;145;460;47;21;10;149;340;20;13;8;1202;162
;326013;38;5;2;64;30;19;81;279;88;32;26;247;488;43;15;11;162;262;22;19;6;858;114
;326014;38;5;2;25;9;7;23;117;71;28;14;55;254;33;8;2;45;190;12;11;4;292;76
;326015;38;5;2;61;18;12;38;274;129;35;23;157;576;57;18;8;92;373;31;30;12;616;178
;326016;38;5;2;58;15;9;24;329;130;30;19;111;673;83;18;13;96;488;34;24;5;1169;221
;326017;38;5;2;5;1;2;3;35;25;4;2;26;88;11;5;6;33;86;10;6;-;284;39
;326018;38;5;2;57;17;16;80;307;117;44;28;274;523;45;10;5;226;290;27;10;6;1232;143
;329001;39;5;2;229;98;68;157;1173;463;135;89;422;1869;153;47;32;336;965;57;39;15;2454;356
;329002;39;5;2;11;4;6;8;75;43;11;5;14;180;20;5;-;14;112;6;3;1;121;46
;329003;39;5;2;15;4;3;5;60;30;10;7;21;164;18;4;-;22;91;10;7;1;121;41
;329004;39;5;2;109;36;29;50;575;264;78;47;127;1099;85;20;14;122;589;34;31;7;1071;221
;329005;39;5;2;15;4;1;10;94;68;9;5;27;237;34;5;3;25;178;11;8;2;237;97
;329006;39;5;2;155;59;48;84;668;227;81;61;319;910;92;29;20;264;501;45;19;12;1129;234
;329008;39;5;2;11;5;3;23;115;40;17;14;31;262;20;9;4;25;193;19;10;1;260;119
;329009;39;5;2;19;8;4;12;104;53;16;8;22;219;21;7;2;24;150;10;7;2;243;66
;329010;39;5;2;15;7;3;13;104;62;12;6;33;262;23;8;4;27;182;6;10;-;233;76
;329011;39;5;2;14;9;7;5;70;19;9;7;24;116;12;2;1;14;90;5;2;3;130;40
;329012;39;5;2;20;3;1;7;89;42;10;15;30;209;35;2;7;19;164;11;7;3;165;57
;329013;39;5;2;20;6;5;24;92;62;15;14;38;281;30;9;8;25;148;8;8;5;255;77
;329014;39;5;2;10;7;6;10;67;38;15;7;33;172;18;4;7;26;82;9;3;5;141;42
;330001;40;5;2;55;16;21;29;252;135;36;27;122;565;73;14;14;79;328;35;19;3;583;182
;330003;40;5;2;30;12;9;13;118;84;18;25;56;318;40;6;9;38;167;15;11;3;323;71
;330004;40;5;2;28;9;6;11;124;87;14;15;49;321;35;9;3;45;188;19;14;3;370;105
;330005;40;5;2;119;49;45;94;576;264;67;55;289;867;144;38;32;243;688;78;34;17;2314;305
;330006;40;5;2;135;62;53;124;623;230;92;66;371;933;132;42;24;340;571;56;40;13;1737;253
;330007;40;5;2;25;5;10;17;145;79;23;14;62;328;50;11;7;67;293;26;13;9;673;104
;330008;40;5;2;63;20;11;26;270;148;32;23;90;666;71;12;3;77;340;20;24;6;657;145
;330009;40;5;2;170;64;45;105;836;284;77;50;363;1060;81;29;15;224;582;40;28;15;1400;233
;330010;40;5;2;23;4;4;10;102;56;23;4;60;212;33;10;8;64;190;16;9;5;458;115
;330011;40;5;2;92;47;32;110;551;250;67;62;297;1053;145;42;23;298;864;80;58;22;2596;403
;330012;40;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;330013;40;5;2;13;4;4;10;107;56;15;11;44;214;28;11;4;39;163;14;4;4;311;69
;330017;40;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;330019;40;5;2;454;176;125;298;2279;440;149;106;533;1823;155;41;35;383;924;62;42;17;2362;365
;330021;40;5;2;116;57;37;77;764;258;61;55;142;1008;104;24;17;144;669;46;27;8;1347;250
;330022;40;5;2;208;105;73;241;1073;311;104;71;433;1205;118;38;26;345;648;50;33;13;1606;268
;330024;40;5;2;24;5;3;7;133;46;15;6;48;236;37;9;5;28;171;13;8;3;211;59
;330025;40;5;2;28;9;10;18;145;108;24;13;61;384;54;7;7;56;317;41;23;2;1134;152
;336001;33;5;2;106;35;22;55;420;208;41;29;174;939;105;26;14;157;652;46;23;12;1326;307
;336002;33;5;2;76;29;21;46;451;251;80;38;152;1161;107;35;28;148;813;57;28;11;1904;367
;336003;33;5;2;95;53;29;109;425;204;73;43;231;827;104;25;15;181;615;53;26;16;1446;279
;336004;33;5;2;46;19;16;33;204;128;30;28;103;492;76;23;14;108;383;44;24;8;1220;202
;340001;39;5;2;108;31;27;64;379;229;61;33;259;860;93;27;17;198;520;49;35;14;1365;254
;340002;39;5;2;50;20;23;41;164;95;21;25;108;269;37;12;9;82;184;24;8;3;401;79
;340004;39;5;2;28;11;3;10;153;92;14;15;54;294;33;8;4;58;237;16;9;6;361;103
;340005;39;5;2;90;37;17;59;472;161;60;37;168;775;69;25;13;131;543;38;21;11;1428;258
;340006;39;5;2;40;24;12;37;319;193;60;44;119;803;75;22;14;105;562;35;19;7;1120;260
;340008;39;5;2;49;26;18;31;288;165;38;31;161;639;76;19;5;120;456;42;21;5;863;179
;340010;39;5;2;93;37;17;64;422;225;54;21;200;814;107;26;22;178;657;53;37;12;1058;285
;350001;34;5;2;44;15;18;41;294;142;47;31;129;663;73;22;8;97;496;25;16;11;977;186
;350002;34;5;2;27;12;7;18;192;109;29;20;66;369;32;16;6;69;312;36;11;4;640;110
;350003;34;5;2;22;6;2;9;96;43;10;6;41;235;30;4;3;44;178;20;14;4;475;102
